Abbreviation,VARIABLE,International_Destination,Year,Value
HUN,CZE,Czech Republic,2013,398000
HUN,CZE,Czech Republic,2014,522000
HUN,CZE,Czech Republic,2015,473000
HUN,CZE,Czech Republic,2016,544000
HUN,CZE,Czech Republic,2017,572000
HUN,CZE,Czech Republic,2018,649000
HUN,CZE,Czech Republic,2019,463000
HUN,CZE,Czech Republic,2020,158000
HUN,CZE,Czech Republic,2021,156000
HUN,DEU,Germany,2008,591000
HUN,DEU,Germany,2009,649000
HUN,DEU,Germany,2010,681000
HUN,DEU,Germany,2011,687000
HUN,DEU,Germany,2012,610000
HUN,DEU,Germany,2013,640000
HUN,DEU,Germany,2014,686000
HUN,DEU,Germany,2015,812000
HUN,DEU,Germany,2016,956000
HUN,DEU,Germany,2017,1007000
HUN,DEU,Germany,2018,943000
HUN,DEU,Germany,2019,938000
HUN,DEU,Germany,2020,356000
HUN,DEU,Germany,2021,394000
HUN,ROU,Romania,2008,502000
HUN,ROU,Romania,2009,476000
HUN,ROU,Romania,2010,374000
HUN,ROU,Romania,2011,429000
HUN,ROU,Romania,2012,432000
HUN,ROU,Romania,2013,362000
HUN,ROU,Romania,2014,437000
HUN,ROU,Romania,2015,619000
HUN,ROU,Romania,2016,793000
HUN,ROU,Romania,2017,705000
HUN,ROU,Romania,2018,788000
HUN,ROU,Romania,2019,941000
HUN,ROU,Romania,2020,272000
HUN,ROU,Romania,2021,244000
HUN,SVK,Slovak Republic,2008,512000
HUN,SVK,Slovak Republic,2009,356000
HUN,SVK,Slovak Republic,2010,283000
HUN,SVK,Slovak Republic,2011,273000
HUN,SVK,Slovak Republic,2012,226000
HUN,SVK,Slovak Republic,2013,356000
HUN,SVK,Slovak Republic,2014,476000
HUN,SVK,Slovak Republic,2015,642000
HUN,SVK,Slovak Republic,2016,674000
HUN,SVK,Slovak Republic,2017,769000
HUN,SVK,Slovak Republic,2018,883000
HUN,SVK,Slovak Republic,2019,841000
HUN,SVK,Slovak Republic,2020,416000
HUN,SVK,Slovak Republic,2021,213000
ITA,AUT,Austria,2008,1581520.615
ITA,AUT,Austria,2009,2126658.607
ITA,AUT,Austria,2010,1531016.189
ITA,AUT,Austria,2011,1564200.638
ITA,AUT,Austria,2012,1634182.752
ITA,AUT,Austria,2013,1709003.158
ITA,AUT,Austria,2014,1420403.639
ITA,AUT,Austria,2015,1550728.466
ITA,AUT,Austria,2016,2192270.777
ITA,AUT,Austria,2017,2219120.011
ITA,AUT,Austria,2018,2190568.311
ITA,AUT,Austria,2019,2327011.607
ITA,AUT,Austria,2020,1024840.938
ITA,AUT,Austria,2021,709397.929
NOR,DNK,Denmark,2008,924000
NOR,DNK,Denmark,2009,793000
NOR,DNK,Denmark,2010,882000
NOR,DNK,Denmark,2011,874000
NOR,DNK,Denmark,2012,906000
NOR,DNK,Denmark,2013,890000
NOR,DNK,Denmark,2014,1127000
NOR,DNK,Denmark,2015,937000
NOR,DNK,Denmark,2016,826000
NOR,DNK,Denmark,2017,742000
NOR,DNK,Denmark,2018,882000
NOR,DNK,Denmark,2019,1017000
NOR,DNK,Denmark,2020,224000
NOR,DNK,Denmark,2021,284000
NOR,DEU,Germany,2008,526000
NOR,DEU,Germany,2009,454000
NOR,DEU,Germany,2010,448000
NOR,DEU,Germany,2011,571000
NOR,DEU,Germany,2012,609000
NOR,DEU,Germany,2013,542000
NOR,DEU,Germany,2014,620000
NOR,DEU,Germany,2015,498000
NOR,DEU,Germany,2016,453000
NOR,DEU,Germany,2017,415000
NOR,DEU,Germany,2018,563000
NOR,DEU,Germany,2019,548000
NOR,DEU,Germany,2020,112000
NOR,DEU,Germany,2021,188000
NOR,ESP,Spain,2008,843000
NOR,ESP,Spain,2009,595000
NOR,ESP,Spain,2010,873000
NOR,ESP,Spain,2011,1102000
NOR,ESP,Spain,2012,1202000
NOR,ESP,Spain,2013,1395000
NOR,ESP,Spain,2014,1234000
NOR,ESP,Spain,2015,1242000
NOR,ESP,Spain,2016,1291000
NOR,ESP,Spain,2017,1359000
NOR,ESP,Spain,2018,1170000
NOR,ESP,Spain,2019,1225000
NOR,ESP,Spain,2020,216000
NOR,ESP,Spain,2021,266000
NOR,SWE,Sweden,2008,1597000
NOR,SWE,Sweden,2009,1489000
NOR,SWE,Sweden,2010,1530000
